Region,Department,Employment_type,Age,UserLanguage,is_synthetic,RespondentID
Noord-Holland,Maintenance & Management,3-10 year,<25,NL,1,7bc4fdf5
Zuid-Holland,Strategy & Innovation,<3 year,55+,NL,1,6bb1865c
Flevoland,Sales,<3 year,55+,NL,1,78bb7391
Overijssel,Klantenservice,>20 year,45-55,NL,1,12da35ec
Gelderland,ICT,>20 year,<25,NL,1,70ad8af4
Zuid-Holland,Communication,3-10 year,25-35,NL,1,afa6740a
Zuid-Holland,HR,10-20 year,35-45,NL,1,391ba44c
Limburg,Quality & Safety,>20 year,<25,NL,1,3d543063
Zeeland,Maintenance & Management,3-10 year,35-45,NL,1,022dd75c
Overijssel,Procurement,10-20 year,<25,NL,1,b72a3036
Zeeland,Klantenservice,>20 year,25-35,NL,1,80df71d4
Friesland,Quality & Safety,3-10 year,45-55,NL,1,dfa62d6e
Zuid-Holland,ICT,3-10 year,55+,NL,1,14e95bc0
Limburg,Supply Chain,<3 year,35-45,NL,1,acd4aaa9
Overijssel,Marketing,3-10 year,55+,NL,1,bed38661
Zeeland,Finance,10-20 year,35-45,NL,1,551e6542
Flevoland,Maintenance & Management,3-10 year,<25,NL,1,5bbec092
Limburg,Data & Analytics,<3 year,45-55,NL,1,320efabe
Drenthe,Projectmanagement,3-10 year,55+,NL,1,41bd8ef6
Zuid-Holland,Marketing,>20 year,35-45,NL,1,ffb92c2f
Limburg,Sales,>20 year,35-45,NL,1,4cb50283
Zeeland,Operations,<3 year,55+,NL,1,23af4bd2
Drenthe,Research & Development,10-20 year,<25,NL,1,dcbfa4a8
Gelderland,Supply Chain,>20 year,55+,NL,1,8293052d
Zuid-Holland,Sustainability,>20 year,<25,NL,1,14a8131a
Overijssel,Data & Analytics,3-10 year,25-35,NL,1,3b0d8123
Drenthe,Strategy & Innovation,>20 year,25-35,NL,1,6d516423
Overijssel,Marketing,10-20 year,25-35,NL,1,d5fd1a73
Friesland,Research & Development,<3 year,25-35,NL,1,5fe86ce4
Limburg,Sales,>20 year,55+,NL,1,b4cd5d3c
Noord-Holland,Data & Analytics,<3 year,45-55,NL,1,00905eb2
Drenthe,Marketing,10-20 year,55+,NL,1,dce07e7b
Zeeland,Supply Chain,<3 year,<25,NL,1,90b36721
Zeeland,Sustainability,3-10 year,45-55,NL,1,c7b5b4a1
Zuid-Holland,Research & Development,10-20 year,35-45,NL,1,25c3a102
Utrecht,ICT,10-20 year,45-55,NL,1,63b4e4b3
Utrecht,HR,<3 year,35-45,NL,1,abcb5aae
Limburg,Quality & Safety,<3 year,55+,NL,1,8d534652
Zeeland,Finance,3-10 year,55+,NL,1,2.47E+12
Flevoland,Sales,3-10 year,25-35,NL,1,b3e8bb13
Flevoland,Quality & Safety,10-20 year,35-45,NL,1,78d0c72c
Zeeland,ICT,10-20 year,<25,NL,1,2b6b6217
Limburg,Maintenance & Management,<3 year,55+,NL,1,64c0a263
Zeeland,Finance,>20 year,25-35,NL,1,ec341bf5
Utrecht,Sustainability,10-20 year,45-55,NL,1,f721c1d9
Drenthe,Research & Development,>20 year,35-45,NL,1,6fdd75ac
Noord-Holland,Sales,3-10 year,55+,NL,1,eb8ff7f5
Flevoland,Projectmanagement,10-20 year,45-55,NL,1,e7579a10
Zuid-Holland,Quality & Safety,10-20 year,25-35,NL,1,c06173e3
Flevoland,Maintenance & Management,<3 year,45-55,NL,1,b768681f
Zeeland,Research & Development,10-20 year,35-45,NL,1,e0bc6d7f
Flevoland,Projectmanagement,>20 year,55+,NL,1,95178f56
Noord-Holland,Maintenance & Management,>20 year,45-55,NL,1,fcec17c8
Overijssel,Strategy & Innovation,>20 year,45-55,NL,1,3f13b9ab
Flevoland,Sales,>20 year,55+,NL,1,11a1ffb7
Flevoland,Marketing,3-10 year,35-45,NL,1,1df2457e
Zuid-Holland,Sales,<3 year,<25,NL,1,4ae9a666
Utrecht,ICT,>20 year,<25,NL,1,5725c607
Gelderland,Projectmanagement,10-20 year,25-35,NL,1,e6f6205e
Gelderland,Projectmanagement,3-10 year,55+,NL,1,dd10dd4e
Zeeland,Operations,<3 year,45-55,NL,1,4ac65e92
Flevoland,Communication,>20 year,25-35,NL,1,db614116
Flevoland,Projectmanagement,>20 year,45-55,NL,1,270da645
Zuid-Holland,Maintenance & Management,>20 year,35-45,NL,1,567d7bb3
Friesland,Supply Chain,3-10 year,<25,NL,1,92573762
Limburg,Data & Analytics,10-20 year,55+,NL,1,89eafa6a
Overijssel,ICT,>20 year,55+,NL,1,f7a5d119
Friesland,Operations,<3 year,55+,NL,1,c359ad5d
Limburg,Sustainability,10-20 year,35-45,NL,1,083869f4
Friesland,Projectmanagement,10-20 year,45-55,NL,1,33317294
Noord-Holland,Procurement,3-10 year,35-45,NL,1,874c22b8
Friesland,Procurement,<3 year,25-35,NL,1,e5543864
Drenthe,Projectmanagement,<3 year,25-35,NL,1,bb3a3cfa
Flevoland,Supply Chain,10-20 year,<25,NL,1,a72c10ee
Zuid-Holland,Sustainability,>20 year,25-35,NL,1,787a20bf
Zuid-Holland,Sustainability,10-20 year,25-35,NL,1,5883138f
Overijssel,Strategy & Innovation,10-20 year,25-35,NL,1,c2f8c111
Friesland,Projectmanagement,10-20 year,55+,NL,1,ea6785b1
Flevoland,Supply Chain,3-10 year,35-45,NL,1,af5a262c
Zuid-Holland,Operations,>20 year,35-45,NL,1,0cb357d8
Gelderland,Supply Chain,>20 year,<25,NL,1,dee75ebd
Zeeland,Sustainability,10-20 year,<25,NL,1,a2143a32
Noord-Holland,Procurement,10-20 year,<25,NL,1,79e78868
Flevoland,Sales,>20 year,35-45,NL,1,e2675712
Flevoland,Research & Development,10-20 year,45-55,NL,1,cfa53e12
Zeeland,Procurement,<3 year,25-35,NL,1,5bb13ad9
Friesland,Klantenservice,3-10 year,45-55,NL,1,55f23681
Noord-Holland,Communication,10-20 year,35-45,NL,1,ab2cc6c8
Noord-Holland,Research & Development,<3 year,55+,NL,1,c79a4fc3
Noord-Holland,Communication,10-20 year,55+,NL,1,fcee7f79
Overijssel,HR,10-20 year,<25,NL,1,28af37ce
Overijssel,Procurement,<3 year,45-55,NL,1,e642bfc7
Zuid-Holland,Quality & Safety,<3 year,35-45,NL,1,5ece7d65
Flevoland,Finance,<3 year,35-45,NL,1,9cf50f7d
Flevoland,Procurement,<3 year,35-45,NL,1,40457bb7
Utrecht,Data & Analytics,<3 year,<25,NL,1,0c28de2d
Flevoland,Procurement,3-10 year,55+,NL,1,994cb80a
Zeeland,HR,>20 year,25-35,NL,1,4838a60a
Drenthe,Sales,>20 year,35-45,NL,1,d2b3b8d4
Flevoland,Operations,<3 year,35-45,NL,1,2df4b8b4
Drenthe,Research & Development,<3 year,<25,NL,1,22560db8
Overijssel,Research & Development,3-10 year,35-45,NL,1,b44be6c1
Overijssel,Projectmanagement,>20 year,45-55,NL,1,3e043246
Drenthe,Procurement,10-20 year,35-45,NL,1,7f902891
Limburg,Communication,>20 year,25-35,NL,1,809d4155
Overijssel,Finance,<3 year,25-35,NL,1,4427ec3b
Limburg,Supply Chain,>20 year,35-45,NL,1,c2a6e526
Zuid-Holland,Finance,>20 year,35-45,NL,1,75b5c723
Drenthe,Marketing,3-10 year,<25,NL,1,1dfb0837
Zuid-Holland,Maintenance & Management,3-10 year,55+,NL,1,2e5b6e9b
Limburg,Sustainability,3-10 year,<25,NL,1,86a95334
Utrecht,Maintenance & Management,3-10 year,45-55,NL,1,5e2bda2c
Overijssel,Communication,3-10 year,55+,NL,1,2139e4e6
Zeeland,Marketing,>20 year,35-45,NL,1,a1afe70f
Gelderland,Communication,>20 year,55+,NL,1,134d4b8f
Gelderland,Operations,<3 year,25-35,NL,1,4aace4f6
Zuid-Holland,Strategy & Innovation,10-20 year,25-35,NL,1,da671c6f
Noord-Holland,Klantenservice,3-10 year,35-45,NL,1,02f81eb5
Drenthe,Strategy & Innovation,<3 year,35-45,NL,1,102bbbf0
Drenthe,Marketing,10-20 year,25-35,NL,1,887a904d
Zuid-Holland,Supply Chain,3-10 year,55+,NL,1,b4eb1a0e
Drenthe,Procurement,<3 year,45-55,NL,1,2dde92fd
Utrecht,Data & Analytics,>20 year,35-45,NL,1,7a27ad60
Gelderland,Operations,10-20 year,45-55,NL,1,daa196a6
Zuid-Holland,Projectmanagement,<3 year,45-55,NL,1,55493ffd
Zeeland,Finance,3-10 year,45-55,NL,1,fcfa2f34
Limburg,Strategy & Innovation,<3 year,45-55,NL,1,44792f91
Zeeland,Sustainability,<3 year,25-35,NL,1,4af5704c
Overijssel,Klantenservice,10-20 year,35-45,NL,1,6ef45453
Limburg,Operations,>20 year,25-35,NL,1,b341a84d
Utrecht,Quality & Safety,>20 year,<25,NL,1,c46da229
Limburg,Klantenservice,3-10 year,55+,NL,1,4e34e460
Limburg,Supply Chain,3-10 year,35-45,NL,1,58797c52
Limburg,Communication,<3 year,55+,NL,1,190dce46
Drenthe,Finance,<3 year,45-55,NL,1,64417cdf
Limburg,ICT,10-20 year,35-45,NL,1,e46df436
Friesland,HR,3-10 year,55+,NL,1,e2f45613
Noord-Holland,Supply Chain,10-20 year,35-45,NL,1,ad4206e3
Flevoland,ICT,<3 year,<25,NL,1,40f91166
Overijssel,Communication,10-20 year,45-55,NL,1,d781388c
Zuid-Holland,Quality & Safety,10-20 year,45-55,NL,1,c358d9c2
Flevoland,Research & Development,>20 year,45-55,NL,1,3e630a90
Overijssel,Sustainability,<3 year,<25,NL,1,6ebe6f4f
Noord-Holland,Supply Chain,3-10 year,<25,NL,1,6261082b
Limburg,Sales,3-10 year,35-45,NL,1,e571784a
Gelderland,Projectmanagement,10-20 year,45-55,NL,1,2adce843
Friesland,Operations,10-20 year,55+,NL,1,eaa30e24
Friesland,Sustainability,<3 year,55+,NL,1,9262c6d0
Gelderland,Strategy & Innovation,>20 year,35-45,NL,1,19d8d802
Zuid-Holland,Finance,<3 year,25-35,NL,1,06f1ff22
Friesland,Procurement,10-20 year,45-55,NL,1,4dbf5e2f
Friesland,Operations,>20 year,35-45,NL,1,37abd11a
Limburg,HR,>20 year,35-45,NL,1,b99c7dc2
Noord-Holland,Quality & Safety,10-20 year,55+,NL,1,87aacbb8
Gelderland,Research & Development,>20 year,45-55,NL,1,391d177b
Zeeland,Research & Development,<3 year,<25,NL,1,80573429
Flevoland,Marketing,3-10 year,45-55,NL,1,6acbccdd
Overijssel,Strategy & Innovation,10-20 year,45-55,NL,1,6611624c
Noord-Holland,ICT,3-10 year,35-45,NL,1,aea056fa
Drenthe,Projectmanagement,10-20 year,35-45,NL,1,cce74f66
Utrecht,Marketing,>20 year,55+,NL,1,795e6ac3
Noord-Holland,Quality & Safety,<3 year,45-55,NL,1,7ba2326c
Flevoland,Supply Chain,10-20 year,35-45,NL,1,39e848f1
Utrecht,Research & Development,<3 year,35-45,NL,1,6a0d7d97
Zeeland,Data & Analytics,>20 year,25-35,NL,1,e499d980
Zuid-Holland,Finance,10-20 year,35-45,NL,1,7c1f3132
Noord-Holland,Operations,>20 year,45-55,NL,1,bf58ae8b
Drenthe,Strategy & Innovation,3-10 year,35-45,NL,1,3b443318
Overijssel,Supply Chain,10-20 year,45-55,NL,1,7e4b13a1
Flevoland,Finance,<3 year,55+,NL,1,8b60716c
Flevoland,Quality & Safety,<3 year,<25,NL,1,e3978152
Noord-Holland,Sales,>20 year,35-45,NL,1,d385fb7c
Noord-Holland,ICT,3-10 year,55+,NL,1,662c74e0
Utrecht,Data & Analytics,3-10 year,45-55,NL,1,c54f4573
Noord-Holland,Communication,>20 year,25-35,NL,1,a0898ccc
Noord-Holland,Finance,10-20 year,<25,NL,1,919e589e
Zuid-Holland,HR,<3 year,35-45,NL,1,68284b8f
Drenthe,Maintenance & Management,3-10 year,55+,NL,1,45ec5561
Zuid-Holland,ICT,>20 year,55+,NL,1,647a8505
Drenthe,Maintenance & Management,3-10 year,25-35,NL,1,6c509fe1
Noord-Holland,Sales,10-20 year,<25,NL,1,865d874d
Limburg,Projectmanagement,3-10 year,<25,NL,1,7a300fbb
Gelderland,Operations,10-20 year,25-35,NL,1,a9371e79
Drenthe,HR,10-20 year,35-45,NL,1,01373bcd
Overijssel,HR,3-10 year,35-45,NL,1,3a05e090
Noord-Holland,HR,>20 year,<25,NL,1,8267c93d
Noord-Holland,Marketing,10-20 year,45-55,NL,1,1e9ecf76
Drenthe,Marketing,>20 year,35-45,NL,1,3a2e66a7
Drenthe,Procurement,3-10 year,<25,NL,1,b0f36b96
Friesland,Strategy & Innovation,3-10 year,25-35,NL,1,8b4fcfd9
Overijssel,ICT,10-20 year,25-35,NL,1,c7c2598c
Flevoland,Klantenservice,3-10 year,35-45,NL,1,663b8a66
Gelderland,Marketing,>20 year,<25,NL,1,cdd729c9
Drenthe,Procurement,<3 year,55+,NL,1,34f3fa91
Flevoland,Marketing,3-10 year,55+,NL,1,88e84f5b
Utrecht,Supply Chain,<3 year,55+,NL,1,2fb6134a
Overijssel,ICT,<3 year,55+,NL,1,53812cb6
Noord-Holland,Data & Analytics,>20 year,55+,NL,1,32c14d65
Utrecht,Communication,>20 year,25-35,NL,1,14949cbc
Gelderland,Supply Chain,3-10 year,55+,NL,1,42e21438
Friesland,Marketing,>20 year,<25,NL,1,5523e77b
Zuid-Holland,Sales,10-20 year,45-55,NL,1,4dff41fd
Drenthe,Communication,10-20 year,55+,NL,1,264794b2
Flevoland,Supply Chain,10-20 year,55+,NL,1,7a00ac94
Noord-Holland,Sales,10-20 year,55+,NL,1,9335c4a4
Gelderland,ICT,10-20 year,55+,NL,1,fb1e6b97
Noord-Holland,Finance,>20 year,45-55,NL,1,6c4a6813
Drenthe,Projectmanagement,3-10 year,35-45,NL,1,6694af3f
Zeeland,Communication,10-20 year,45-55,NL,1,e3bccfb3
Friesland,Research & Development,10-20 year,55+,NL,1,c177b399
Noord-Holland,Sustainability,<3 year,<25,NL,1,0b32fea9
Zuid-Holland,Projectmanagement,>20 year,25-35,NL,1,a8358591
Friesland,Marketing,3-10 year,35-45,NL,1,040b8d29
Drenthe,Klantenservice,3-10 year,25-35,NL,1,59485f9b
Friesland,Procurement,10-20 year,55+,NL,1,429b80ee
Utrecht,Sales,>20 year,45-55,NL,1,7afb7c24
Zuid-Holland,Strategy & Innovation,<3 year,25-35,NL,1,48ccbe67
Friesland,Research & Development,3-10 year,45-55,NL,1,fd01d656
Noord-Holland,Research & Development,10-20 year,<25,NL,1,49aeb7d2
Friesland,Communication,<3 year,45-55,NL,1,4dee1f68
Drenthe,Sales,<3 year,55+,NL,1,27f2b2bb
Overijssel,Communication,<3 year,<25,NL,1,0ec197b3
Overijssel,Communication,<3 year,25-35,NL,1,92dfb751
Utrecht,Operations,<3 year,<25,NL,1,70f9540c
Limburg,Sustainability,3-10 year,25-35,NL,1,7deb5e89
Zeeland,Sustainability,>20 year,55+,NL,1,ce2e3508
Zeeland,Quality & Safety,>20 year,35-45,NL,1,a76bea9d
Flevoland,Research & Development,>20 year,35-45,NL,1,e11bd538
Friesland,Sustainability,3-10 year,25-35,NL,1,c81bf1df
Zuid-Holland,Maintenance & Management,10-20 year,45-55,NL,1,34e44c55
Friesland,Sales,>20 year,45-55,NL,1,79a700b2
Utrecht,ICT,3-10 year,35-45,NL,1,98b6a1da
Limburg,HR,10-20 year,<25,NL,1,65d49111
Zuid-Holland,Projectmanagement,<3 year,<25,NL,1,d79ed5b5
Zeeland,Operations,>20 year,25-35,NL,1,4bad39df
Zeeland,Finance,3-10 year,25-35,NL,1,0a6ad239
Utrecht,Sales,10-20 year,35-45,NL,1,b7aa1d6f
Utrecht,Procurement,<3 year,<25,NL,1,b1b96d69
Noord-Holland,Projectmanagement,10-20 year,35-45,NL,1,a3954264
Limburg,Strategy & Innovation,10-20 year,55+,NL,1,5bce614e
Zuid-Holland,Supply Chain,3-10 year,45-55,NL,1,6f8d3a31
Limburg,Sustainability,10-20 year,45-55,NL,1,b4864a83
Zuid-Holland,Maintenance & Management,<3 year,25-35,NL,1,f1724bd1
Flevoland,Supply Chain,<3 year,45-55,NL,1,51fbeddd
Friesland,Sustainability,3-10 year,35-45,NL,1,acbe9b98
Utrecht,Sustainability,>20 year,25-35,NL,1,82f73544
Friesland,Strategy & Innovation,>20 year,25-35,NL,1,03c07d0a
Utrecht,Strategy & Innovation,<3 year,55+,NL,1,b35b551a
Noord-Holland,Quality & Safety,>20 year,35-45,NL,1,d784808a
Zeeland,Supply Chain,3-10 year,45-55,NL,1,deea82f7
Utrecht,Procurement,>20 year,25-35,NL,1,a6fa73a7
Zuid-Holland,Quality & Safety,>20 year,25-35,NL,1,032a8023
Zuid-Holland,Supply Chain,<3 year,<25,NL,1,a0832a72
Utrecht,Marketing,3-10 year,35-45,NL,1,db0847fd
Drenthe,Marketing,>20 year,25-35,NL,1,8d5ebe5c
Noord-Holland,Klantenservice,<3 year,25-35,NL,1,9884c6c2
Utrecht,Marketing,3-10 year,25-35,NL,1,f41d08e3
Limburg,Sustainability,10-20 year,25-35,NL,1,f1a66eef
Noord-Holland,Research & Development,3-10 year,55+,NL,1,13b423c9
Noord-Holland,Sales,>20 year,<25,NL,1,9e78961a
Drenthe,Strategy & Innovation,10-20 year,45-55,NL,1,dac00f89
Zeeland,Finance,<3 year,55+,NL,1,6cdde7e8
Zeeland,Maintenance & Management,10-20 year,55+,NL,1,7306d325
Friesland,Data & Analytics,>20 year,35-45,NL,1,da93eddb
Zuid-Holland,HR,10-20 year,45-55,NL,1,779e8986
Gelderland,Maintenance & Management,<3 year,25-35,NL,1,fc83367a
Gelderland,Klantenservice,>20 year,55+,NL,1,198afed6
Overijssel,Quality & Safety,3-10 year,25-35,NL,1,fbde0caa
Drenthe,Supply Chain,<3 year,55+,NL,1,67b67a2e
Gelderland,Strategy & Innovation,10-20 year,25-35,NL,1,4190ee46
Zuid-Holland,Operations,>20 year,25-35,NL,1,7.03E+14
Limburg,Operations,<3 year,<25,NL,1,3a97f87d
Drenthe,Maintenance & Management,10-20 year,55+,NL,1,a99ec214
Drenthe,Marketing,3-10 year,55+,NL,1,61aa91ff
Overijssel,Marketing,10-20 year,<25,NL,1,1599078c
Gelderland,Sustainability,>20 year,55+,NL,1,19dc2242
Limburg,Quality & Safety,10-20 year,45-55,NL,1,d91c582c
Friesland,Marketing,10-20 year,45-55,NL,1,5162a78f
Limburg,Research & Development,>20 year,55+,NL,1,d1276287
Limburg,Marketing,<3 year,35-45,NL,1,3a57fd07
Gelderland,Quality & Safety,>20 year,<25,NL,1,f7277d37
Zuid-Holland,ICT,<3 year,<25,NL,1,2947ea8c
Zuid-Holland,Finance,10-20 year,25-35,NL,1,90c89ea6
Overijssel,Procurement,10-20 year,55+,NL,1,cbbbd6e7
Noord-Holland,HR,>20 year,25-35,NL,1,0ade310f
Flevoland,Strategy & Innovation,10-20 year,<25,NL,1,d8e0a1b4
Utrecht,Marketing,>20 year,<25,NL,1,10775893
Utrecht,Sales,>20 year,55+,NL,1,231363be
Flevoland,Data & Analytics,10-20 year,<25,NL,1,f592825a
Gelderland,Sales,<3 year,25-35,NL,1,d037acbd
Limburg,Operations,10-20 year,<25,NL,1,ace83ebd
Utrecht,Sales,>20 year,35-45,NL,1,3a0032a7
Utrecht,Procurement,<3 year,25-35,NL,1,79b5bb89
Limburg,Communication,10-20 year,45-55,NL,1,d57ea99d
Flevoland,ICT,3-10 year,35-45,NL,1,86af45e6
Friesland,Quality & Safety,10-20 year,<25,NL,1,5f3e5d47
Zeeland,Communication,>20 year,<25,NL,1,c2f93930
Zeeland,Strategy & Innovation,>20 year,35-45,NL,1,dea48fc2
Drenthe,Klantenservice,<3 year,25-35,NL,1,758c2d3d
Limburg,Quality & Safety,>20 year,35-45,NL,1,be65c5f6
Flevoland,Operations,<3 year,25-35,NL,1,4fa4ffd2
Friesland,Strategy & Innovation,3-10 year,45-55,NL,1,12af5681
Zeeland,Strategy & Innovation,>20 year,<25,NL,1,37ebc044
Gelderland,Operations,<3 year,55+,NL,1,031c52d9
Zeeland,Maintenance & Management,>20 year,55+,NL,1,a9d58e8e
Noord-Holland,HR,10-20 year,<25,NL,1,4b6d0f89
Noord-Holland,Strategy & Innovation,10-20 year,<25,NL,1,23ecf4c2
Limburg,Operations,<3 year,25-35,NL,1,17929c4b
Zuid-Holland,Finance,<3 year,35-45,NL,1,19f221d0
Overijssel,Maintenance & Management,>20 year,<25,NL,1,bb79fa45
Noord-Holland,Strategy & Innovation,>20 year,25-35,NL,1,431d84bd
Drenthe,Projectmanagement,>20 year,45-55,NL,1,c947a821
Gelderland,HR,<3 year,<25,NL,1,6bbe259f
Flevoland,Sustainability,<3 year,25-35,NL,1,e6e42af0
Utrecht,Finance,<3 year,55+,NL,1,cd7b8369
Zeeland,Procurement,10-20 year,25-35,NL,1,41a2be50
Drenthe,Sustainability,<3 year,45-55,NL,1,b626f0df
Limburg,Projectmanagement,3-10 year,45-55,NL,1,cc047ccc
Zuid-Holland,Klantenservice,>20 year,25-35,NL,1,76a7db09
Zeeland,Communication,>20 year,55+,NL,1,a854e770
Drenthe,HR,>20 year,35-45,NL,1,c575dfa7
Overijssel,Quality & Safety,3-10 year,45-55,NL,1,f4a444b5
Overijssel,Marketing,10-20 year,35-45,NL,1,24b6db3d
Friesland,Finance,3-10 year,45-55,NL,1,6aa85996
Utrecht,Strategy & Innovation,>20 year,<25,NL,1,17524023
Noord-Holland,Procurement,>20 year,<25,NL,1,ad45d620
Overijssel,Projectmanagement,>20 year,55+,NL,1,c8a5fc53
Utrecht,Marketing,>20 year,35-45,NL,1,a3e5d8fa
Drenthe,ICT,3-10 year,55+,NL,1,a1f76f62
Flevoland,Research & Development,<3 year,<25,NL,1,514d59af
Zeeland,ICT,3-10 year,45-55,NL,1,6e0360ac
Flevoland,Projectmanagement,<3 year,55+,NL,1,55d18516
Gelderland,Sustainability,>20 year,<25,NL,1,7fc7af2f
Zeeland,Klantenservice,<3 year,25-35,NL,1,871b2671
Noord-Holland,ICT,10-20 year,25-35,NL,1,63b8296c
Zuid-Holland,Supply Chain,10-20 year,35-45,NL,1,4.12E+42
Friesland,Operations,>20 year,<25,NL,1,2106ece0
Limburg,Research & Development,10-20 year,25-35,NL,1,9bbb0880
Zuid-Holland,Marketing,10-20 year,55+,NL,1,46b55b86
Drenthe,Operations,<3 year,25-35,NL,1,d52cfacc
Friesland,Communication,>20 year,45-55,NL,1,c7ebb797
Flevoland,Sales,<3 year,<25,NL,1,708a12ea
Zuid-Holland,Research & Development,10-20 year,55+,NL,1,4ed2befe
Utrecht,Data & Analytics,10-20 year,<25,NL,1,9b6fba48
Zuid-Holland,Sustainability,>20 year,35-45,NL,1,1d9cd020
Zuid-Holland,Research & Development,10-20 year,45-55,NL,1,9069d076
Flevoland,Marketing,>20 year,55+,NL,1,e3de87a2
Limburg,Finance,3-10 year,25-35,NL,1,09f0dcd0
Zeeland,Operations,3-10 year,25-35,NL,1,6f905965
Friesland,Marketing,<3 year,<25,NL,1,bf2ff296
Limburg,Sustainability,3-10 year,55+,NL,1,88b47489
Drenthe,Finance,3-10 year,35-45,NL,1,0b3b9aea
Drenthe,Maintenance & Management,<3 year,25-35,NL,1,59f62ad4
Zeeland,Maintenance & Management,3-10 year,25-35,NL,1,91c809d6
Friesland,HR,10-20 year,35-45,NL,1,34f18d09
Utrecht,Supply Chain,<3 year,<25,NL,1,4b89e66b
Drenthe,Projectmanagement,<3 year,45-55,NL,1,ba0f68d2
Drenthe,HR,10-20 year,<25,NL,1,60c98d55
Drenthe,Sustainability,10-20 year,45-55,NL,1,12dc2847
Drenthe,Quality & Safety,10-20 year,25-35,NL,1,64693ab1
Utrecht,Operations,3-10 year,55+,NL,1,8a176880
Drenthe,Quality & Safety,<3 year,55+,NL,1,0cbfeedd
Overijssel,HR,<3 year,45-55,NL,1,8b549c80
Flevoland,ICT,3-10 year,45-55,NL,1,0eaebefd
Noord-Holland,Operations,10-20 year,55+,NL,1,84d75a1a
Limburg,Data & Analytics,3-10 year,25-35,NL,1,a81b3d95
Flevoland,Marketing,>20 year,35-45,NL,1,528c3337
Overijssel,Operations,<3 year,45-55,NL,1,c764d20f
Drenthe,Finance,>20 year,<25,NL,1,5f21d438
Utrecht,Sustainability,<3 year,25-35,NL,1,b417e529
Friesland,Projectmanagement,10-20 year,35-45,NL,1,b789260b
Gelderland,HR,>20 year,25-35,NL,1,b5e4126a
Gelderland,Klantenservice,10-20 year,35-45,NL,1,006ee0b9
Utrecht,Sustainability,3-10 year,35-45,NL,1,f2860e11
Noord-Holland,Maintenance & Management,10-20 year,<25,NL,1,1ca4e7fa
Zeeland,Marketing,3-10 year,25-35,NL,1,e9c69169
Friesland,Research & Development,3-10 year,55+,NL,1,1137b3cb
Friesland,Data & Analytics,<3 year,55+,NL,1,1d9178fb
Limburg,Marketing,<3 year,45-55,NL,1,05e66ece
Overijssel,Sustainability,>20 year,35-45,NL,1,42cfa68b
Noord-Holland,Marketing,<3 year,<25,NL,1,32dcc7ef
Utrecht,Finance,<3 year,35-45,NL,1,f38a4289
Limburg,Sustainability,3-10 year,45-55,NL,1,8aac7111
Utrecht,Projectmanagement,>20 year,55+,NL,1,9f79ac38
Gelderland,Sales,10-20 year,<25,NL,1,84f8ddd4
Noord-Holland,Sustainability,10-20 year,<25,NL,1,7f4bb310
Limburg,Maintenance & Management,<3 year,35-45,NL,1,b4520000
Friesland,Marketing,10-20 year,25-35,NL,1,362c0467
Gelderland,Maintenance & Management,<3 year,55+,NL,1,7c873aa9
Overijssel,Communication,10-20 year,35-45,NL,1,fe8bdc6b
Noord-Holland,Projectmanagement,<3 year,25-35,NL,1,8fe9f87a
Flevoland,Sales,10-20 year,25-35,NL,1,6115e1b4
Noord-Holland,Marketing,<3 year,25-35,NL,1,f8a1d1c5
Friesland,Projectmanagement,>20 year,35-45,NL,1,e6e9eae8
Limburg,ICT,>20 year,<25,NL,1,d34befb6
Utrecht,Operations,>20 year,55+,NL,1,0c9456f0
Overijssel,Finance,<3 year,35-45,NL,1,dbe514c4
Overijssel,Sales,10-20 year,35-45,NL,1,cc88d94b
Flevoland,Supply Chain,<3 year,35-45,NL,1,bccac137
Utrecht,Strategy & Innovation,>20 year,55+,NL,1,100a93ef
Noord-Holland,Klantenservice,<3 year,<25,NL,1,07f9f6e2
Utrecht,Sustainability,>20 year,55+,NL,1,74815cd4
Zeeland,Procurement,<3 year,35-45,NL,1,fa1738ea
Limburg,Communication,10-20 year,25-35,NL,1,21188d37
Drenthe,Klantenservice,>20 year,45-55,NL,1,6f858429
Utrecht,HR,<3 year,55+,NL,1,7f1b860d
Gelderland,Procurement,>20 year,45-55,NL,1,758ff641
Gelderland,HR,3-10 year,<25,NL,1,2ae29b8d
Limburg,Marketing,3-10 year,<25,NL,1,1f404f5e
Noord-Holland,Sustainability,<3 year,25-35,NL,1,bea7d011
Flevoland,Finance,>20 year,35-45,NL,1,33f35246
Zuid-Holland,Strategy & Innovation,3-10 year,35-45,NL,1,98f5693a
Friesland,Finance,10-20 year,45-55,NL,1,d4753953
Noord-Holland,Procurement,10-20 year,25-35,NL,1,083eb79d
Noord-Holland,Supply Chain,<3 year,35-45,NL,1,047c1c2e
Drenthe,Marketing,<3 year,45-55,NL,1,e115f38d
Noord-Holland,HR,10-20 year,25-35,NL,1,8d948c09
Flevoland,Procurement,3-10 year,<25,NL,1,f8dca666
Gelderland,Quality & Safety,3-10 year,55+,NL,1,43f44984
Zuid-Holland,Research & Development,<3 year,35-45,NL,1,46d6539c
Gelderland,HR,<3 year,55+,NL,1,8d01caf1
Overijssel,Supply Chain,<3 year,<25,NL,1,581ab69c
Noord-Holland,Finance,3-10 year,45-55,NL,1,5b889ec9
Zuid-Holland,Sales,>20 year,35-45,NL,1,fe2dd645
